year,territory_id,age_group,sex,locality,pop
2023,BY-MI,45-49,t,urban,54164
2023,BY-MI,5-9,f,rural,18733
2023,BY-MI,5-9,f,total,45489
2023,BY-MI,5-9,f,urban,26756
2023,BY-MI,5-9,m,rural,20165
2023,BY-MI,5-9,m,total,48216
2023,BY-MI,5-9,m,urban,28051
2023,BY-MI,5-9,t,rural,38898
2023,BY-MI,5-9,t,total,93705
2023,BY-MI,5-9,t,urban,54807
2023,BY-MI,50-54,f,rural,23165
2023,BY-MI,50-54,f,total,51976
2023,BY-MI,50-54,f,urban,28811
2023,BY-MI,50-54,m,rural,23524
2023,BY-MI,50-54,m,total,46939
2023,BY-MI,50-54,m,urban,23415
2023,BY-MI,50-54,t,rural,46689
2023,BY-MI,50-54,t,total,98915
2023,BY-MI,50-54,t,urban,52226
2023,BY-MI,55-59,f,rural,24879
2023,BY-MI,55-59,f,total,55872
2023,BY-MI,55-59,f,urban,30993
2023,BY-MI,55-59,m,rural,23960
2023,BY-MI,55-59,m,total,47769
2023,BY-MI,55-59,m,urban,23809
2023,BY-MI,55-59,t,rural,48839
2023,BY-MI,55-59,t,total,103641
2023,BY-MI,55-59,t,urban,54802
2023,BY-MI,60-64,f,rural,28638
2023,BY-MI,60-64,f,total,64450
2023,BY-MI,60-64,f,urban,35812
2023,BY-MI,60-64,m,rural,26005
2023,BY-MI,60-64,m,total,50936
2023,BY-MI,60-64,m,urban,24931
2023,BY-MI,60-64,t,rural,54643
2023,BY-MI,60-64,t,total,115386
2023,BY-MI,60-64,t,urban,60743
2023,BY-MI,65-69,f,rural,23968
2023,BY-MI,65-69,f,total,51829
2023,BY-MI,65-69,f,urban,27861
2023,BY-MI,65-69,m,rural,18578
2023,BY-MI,65-69,m,total,35519
2023,BY-MI,65-69,m,urban,16941
2023,BY-MI,65-69,t,rural,42546
2023,BY-MI,65-69,t,total,87348
2023,BY-MI,65-69,t,urban,44802
2023,BY-MI,70-74,f,rural,18353
2023,BY-MI,70-74,f,total,39770
2023,BY-MI,70-74,f,urban,21417
2023,BY-MI,70-74,m,rural,11572
2023,BY-MI,70-74,m,total,22347
2023,BY-MI,70-74,m,urban,10775
2023,BY-MI,70-74,t,rural,29925
2023,BY-MI,70-74,t,total,62117
2023,BY-MI,70-74,t,urban,32192
2023,BY-MI,75-79,f,rural,11047
2023,BY-MI,75-79,f,total,22212
2023,BY-MI,75-79,f,urban,11165
2023,BY-MI,75-79,m,rural,5014
2023,BY-MI,75-79,m,total,9660
2023,BY-MI,75-79,m,urban,4646
2023,BY-MI,75-79,t,rural,16061
2023,BY-MI,75-79,t,total,31872
2023,BY-MI,75-79,t,urban,15811
2023,BY-MI,80 +,f,rural,25571
2023,BY-MI,80 +,f,total,42346
2023,BY-MI,80 +,f,urban,16775
2023,BY-MI,80 +,m,rural,6319
2023,BY-MI,80 +,m,total,10732
2023,BY-MI,80 +,m,urban,4413
2023,BY-MI,80 +,t,rural,31890
2023,BY-MI,80 +,t,total,53078
2023,BY-MI,80 +,t,urban,21188
2023,BY-VI,0-4,f,rural,4544
2023,BY-VI,0-4,f,total,22076
2023,BY-VI,0-4,f,urban,17532
2023,BY-VI,0-4,m,rural,4875
2023,BY-VI,0-4,m,total,22930
2023,BY-VI,0-4,m,urban,18055
2023,BY-VI,0-4,t,rural,9419
2023,BY-VI,0-4,t,total,45006
2023,BY-VI,0-4,t,urban,35587
2023,BY-VI,10-14,f,rural,5118
2023,BY-VI,10-14,f,total,28572
2023,BY-VI,10-14,f,urban,23454
2023,BY-VI,10-14,m,rural,5354
2023,BY-VI,10-14,m,total,29996
2023,BY-VI,10-14,m,urban,24642
2023,BY-VI,10-14,t,rural,10472
2023,BY-VI,10-14,t,total,58568
2023,BY-VI,10-14,t,urban,48096
2023,BY-VI,15-19,f,rural,3550
2023,BY-VI,15-19,f,total,25524
2023,BY-VI,15-19,f,urban,21974
2023,BY-VI,15-19,m,rural,4209
2023,BY-VI,15-19,m,total,27013
2023,BY-VI,15-19,m,urban,22804
2023,BY-VI,15-19,t,rural,7759
2023,BY-VI,15-19,t,total,52537
2023,BY-VI,15-19,t,urban,44778
2023,BY-VI,20-24,f,rural,4810
2023,BY-VI,20-24,f,total,24081
2023,BY-VI,20-24,f,urban,19271
2023,BY-VI,20-24,m,rural,5402
2023,BY-VI,20-24,m,total,26071
2023,BY-VI,20-24,m,urban,20669
2023,BY-VI,20-24,t,rural,10212
2023,BY-VI,20-24,t,total,50152
2023,BY-VI,20-24,t,urban,39940
2023,BY-VI,25-29,f,rural,4211
2023,BY-VI,25-29,f,total,24698
2023,BY-VI,25-29,f,urban,20487
2023,BY-VI,25-29,m,rural,5514
2023,BY-VI,25-29,m,total,26152
2023,BY-VI,25-29,m,urban,20638
2023,BY-VI,25-29,t,rural,9725
2023,BY-VI,25-29,t,total,50850
2023,BY-VI,25-29,t,urban,41125
2023,BY-VI,30-34,f,rural,5479
2023,BY-VI,30-34,f,total,39093
2023,BY-VI,30-34,f,urban,33614
2023,BY-VI,30-34,m,rural,6955
2023,BY-VI,30-34,m,total,39050
2023,BY-VI,30-34,m,urban,32095
2023,BY-VI,30-34,t,rural,12434
2023,BY-VI,30-34,t,total,78143
2023,BY-VI,30-34,t,urban,65709
2023,BY-VI,35-39,f,rural,6432
2023,BY-VI,35-39,f,total,45345
2023,BY-VI,35-39,f,urban,38913
2023,BY-VI,35-39,m,rural,7812
2023,BY-VI,35-39,m,total,44295
2023,BY-VI,35-39,m,urban,36483
2023,BY-VI,35-39,t,rural,14244
2023,BY-VI,35-39,t,total,89640
2023,BY-VI,35-39,t,urban,75396
2023,BY-VI,40-44,f,rural,6409
2023,BY-VI,40-44,f,total,41589
2023,BY-VI,40-44,f,urban,35180
2023,BY-VI,40-44,m,rural,7422
2023,BY-VI,40-44,m,total,40051
2023,BY-VI,40-44,m,urban,32629
2023,BY-VI,40-44,t,rural,13831
2023,BY-VI,40-44,t,total,81640
2023,BY-VI,40-44,t,urban,67809
2023,BY-VI,45-49,f,rural,8047
2023,BY-VI,45-49,f,total,41563
2023,BY-VI,45-49,f,urban,33516
2023,BY-VI,45-49,m,rural,8412
2023,BY-VI,45-49,m,total,37972
2023,BY-VI,45-49,m,urban,29560
2023,BY-VI,45-49,t,rural,16459
2023,BY-VI,45-49,t,total,79535
2023,BY-VI,45-49,t,urban,63076
2023,BY-VI,5-9,f,rural,5109
2023,BY-VI,5-9,f,total,29093
2023,BY-VI,5-9,f,urban,23984
2023,BY-VI,5-9,m,rural,5535
2023,BY-VI,5-9,m,total,31215
2023,BY-VI,5-9,m,urban,25680
2023,BY-VI,5-9,t,rural,10644
2023,BY-VI,5-9,t,total,60308
2023,BY-VI,5-9,t,urban,49664
2023,BY-VI,50-54,f,rural,9726
2023,BY-VI,50-54,f,total,42579
2023,BY-VI,50-54,f,urban,32853
2023,BY-VI,50-54,m,rural,9653
2023,BY-VI,50-54,m,total,36695
2023,BY-VI,50-54,m,urban,27042
2023,BY-VI,50-54,t,rural,19379
2023,BY-VI,50-54,t,total,79274
2023,BY-VI,50-54,t,urban,59895
2023,BY-VI,55-59,f,rural,10732
2023,BY-VI,55-59,f,total,42545
2023,BY-VI,55-59,f,urban,31813
2023,BY-VI,55-59,m,rural,11006
2023,BY-VI,55-59,m,total,34894
2023,BY-VI,55-59,m,urban,23888
2023,BY-VI,55-59,t,rural,21738
2023,BY-VI,55-59,t,total,77439
2023,BY-VI,55-59,t,urban,55701
2023,BY-VI,60-64,f,rural,12136
2023,BY-VI,60-64,f,total,48676
2023,BY-VI,60-64,f,urban,36540
2023,BY-VI,60-64,m,rural,11821
2023,BY-VI,60-64,m,total,37476
2023,BY-VI,60-64,m,urban,25655
2023,BY-VI,60-64,t,rural,23957
2023,BY-VI,60-64,t,total,86152
2023,BY-VI,60-64,t,urban,62195
2023,BY-VI,65-69,f,rural,10484
2023,BY-VI,65-69,f,total,44697
2023,BY-VI,65-69,f,urban,34213
2023,BY-VI,65-69,m,rural,8750
2023,BY-VI,65-69,m,total,29566
2023,BY-VI,65-69,m,urban,20816
2023,BY-VI,65-69,t,rural,19234
2023,BY-VI,65-69,t,total,74263
2023,BY-VI,65-69,t,urban,55029
2023,BY-VI,70-74,f,rural,8529
2023,BY-VI,70-74,f,total,37127
2023,BY-VI,70-74,f,urban,28598
2023,BY-VI,70-74,m,rural,5745
2023,BY-VI,70-74,m,total,20341
2023,BY-VI,70-74,m,urban,14596
2023,BY-VI,70-74,t,rural,14274
2023,BY-VI,70-74,t,total,57468
2023,BY-VI,70-74,t,urban,43194
2023,BY-VI,75-79,f,rural,5006
2023,BY-VI,75-79,f,total,18748
2023,BY-VI,75-79,f,urban,13742
2023,BY-VI,75-79,m,rural,2196
2023,BY-VI,75-79,m,total,7959
2023,BY-VI,75-79,m,urban,5763
2023,BY-VI,75-79,t,rural,7202
2023,BY-VI,75-79,t,total,26707
2023,BY-VI,75-79,t,urban,19505
2023,BY-VI,80 +,f,rural,11348
2023,BY-VI,80 +,f,total,34972
2023,BY-VI,80 +,f,urban,23624
2023,BY-VI,80 +,m,rural,3004
2023,BY-VI,80 +,m,total,9294
2023,BY-VI,80 +,m,urban,6290
2023,BY-VI,80 +,t,rural,14352
2023,BY-VI,80 +,t,total,44266
2023,BY-VI,80 +,t,urban,29914
2024,BY,0-4,f,rural,40376
2024,BY,0-4,f,total,189174
2024,BY,0-4,f,urban,148798
2024,BY,0-4,m,rural,43414
2024,BY,0-4,m,total,199519
2024,BY,0-4,m,urban,156105
2024,BY,0-4,t,rural,83790
2024,BY,0-4,t,total,388693
2024,BY,0-4,t,urban,304903
2024,BY,10-14,f,rural,51890
2024,BY,10-14,f,total,269604
2024,BY,10-14,f,urban,217714
2024,BY,10-14,m,rural,55143
2024,BY,10-14,m,total,283239
2024,BY,10-14,m,urban,228096
2024,BY,10-14,t,rural,107033
2024,BY,10-14,t,total,552843
2024,BY,10-14,t,urban,445810
2024,BY,15-19,f,rural,35420
2024,BY,15-19,f,total,241036
2024,BY,15-19,f,urban,205616
2024,BY,15-19,m,rural,39896
2024,BY,15-19,m,total,252044
2024,BY,15-19,m,urban,212148
2024,BY,15-19,t,rural,75316
2024,BY,15-19,t,total,493080
2024,BY,15-19,t,urban,417764
2024,BY,20-24,f,rural,40975
2024,BY,20-24,f,total,223077
2024,BY,20-24,f,urban,182102
2024,BY,20-24,m,rural,45973
2024,BY,20-24,m,total,237094
2024,BY,20-24,m,urban,191121
2024,BY,20-24,t,rural,86948
2024,BY,20-24,t,total,460171
2024,BY,20-24,t,urban,373223
2024,BY,25-29,f,rural,35861
2024,BY,25-29,f,total,226293
2024,BY,25-29,f,urban,190432
2024,BY,25-29,m,rural,44040
2024,BY,25-29,m,total,231012
2024,BY,25-29,m,urban,186972
2024,BY,25-29,t,rural,79901
2024,BY,25-29,t,total,457305
2024,BY,25-29,t,urban,377404
2024,BY,30-34,f,rural,46970
2024,BY,30-34,f,total,324808
2024,BY,30-34,f,urban,277838
2024,BY,30-34,m,rural,55582
2024,BY,30-34,m,total,319324
2024,BY,30-34,m,urban,263742
2024,BY,30-34,t,rural,102552
2024,BY,30-34,t,total,644132
2024,BY,30-34,t,urban,541580
2024,BY,35-39,f,rural,61697
2024,BY,35-39,f,total,394721
2024,BY,35-39,f,urban,333024
2024,BY,35-39,m,rural,70397
2024,BY,35-39,m,total,385508
2024,BY,35-39,m,urban,315111
2024,BY,35-39,t,rural,132094
2024,BY,35-39,t,total,780229
2024,BY,35-39,t,urban,648135
2024,BY,40-44,f,rural,63437
2024,BY,40-44,f,total,370461
2024,BY,40-44,f,urban,307024
2024,BY,40-44,m,rural,69866
2024,BY,40-44,m,total,352504
2024,BY,40-44,m,urban,282638
2024,BY,40-44,t,rural,133303
2024,BY,40-44,t,total,722965
2024,BY,40-44,t,urban,589662
2024,BY,45-49,f,rural,68272
2024,BY,45-49,f,total,338552
2024,BY,45-49,f,urban,270280
2024,BY,45-49,m,rural,70019
2024,BY,45-49,m,total,309418
2024,BY,45-49,m,urban,239399
2024,BY,45-49,t,rural,138291
2024,BY,45-49,t,total,647970
2024,BY,45-49,t,urban,509679
2024,BY,5-9,f,rural,49310
2024,BY,5-9,f,total,267888
2024,BY,5-9,f,urban,218578
2024,BY,5-9,m,rural,52928
2024,BY,5-9,m,total,283605
2024,BY,5-9,m,urban,230677
2024,BY,5-9,t,rural,102238
2024,BY,5-9,t,total,551493
2024,BY,5-9,t,urban,449255
2024,BY,50-54,f,rural,75586
2024,BY,50-54,f,total,330098
2024,BY,50-54,f,urban,254512
2024,BY,50-54,m,rural,76345
2024,BY,50-54,m,total,284488
2024,BY,50-54,m,urban,208143
2024,BY,50-54,t,rural,151931
2024,BY,50-54,t,total,614586
2024,BY,50-54,t,urban,462655
2024,BY,55-59,f,rural,80201
2024,BY,55-59,f,total,331885
2024,BY,55-59,f,urban,251684
2024,BY,55-59,m,rural,79911
2024,BY,55-59,m,total,271005
2024,BY,55-59,m,urban,191094
2024,BY,55-59,t,rural,160112
2024,BY,55-59,t,total,602890
2024,BY,55-59,t,urban,442778
2024,BY,60-64,f,rural,90660
2024,BY,60-64,f,total,377989
2024,BY,60-64,f,urban,287329
2024,BY,60-64,m,rural,86069
2024,BY,60-64,m,total,288016
2024,BY,60-64,m,urban,201947
2024,BY,60-64,t,rural,176729
2024,BY,60-64,t,total,666005
2024,BY,60-64,t,urban,489276
2024,BY,65-69,f,rural,83836
2024,BY,65-69,f,total,354446
2024,BY,65-69,f,urban,270610
2024,BY,65-69,m,rural,68222
2024,BY,65-69,m,total,234239
2024,BY,65-69,m,urban,166017
2024,BY,65-69,t,rural,152058
2024,BY,65-69,t,total,588685
2024,BY,65-69,t,urban,436627
2024,BY,70-74,f,rural,63655
2024,BY,70-74,f,total,278549
2024,BY,70-74,f,urban,214894
2024,BY,70-74,m,rural,41734
2024,BY,70-74,m,total,153345
2024,BY,70-74,m,urban,111611
2024,BY,70-74,t,rural,105389
2024,BY,70-74,t,total,431894
2024,BY,70-74,t,urban,326505
2024,BY,75-79,f,rural,42417
2024,BY,75-79,f,total,165047
2024,BY,75-79,f,urban,122630
2024,BY,75-79,m,rural,19597
2024,BY,75-79,m,total,74230
2024,BY,75-79,m,urban,54633
2024,BY,75-79,t,rural,62014
2024,BY,75-79,t,total,239277
2024,BY,75-79,t,urban,177263
2024,BY,80 +,f,rural,86164
2024,BY,80 +,f,total,245621
2024,BY,80 +,f,urban,159457
2024,BY,80 +,m,rural,21830
2024,BY,80 +,m,total,68139
2024,BY,80 +,m,urban,46309
2024,BY,80 +,t,rural,107994
2024,BY,80 +,t,total,313760
2024,BY,80 +,t,urban,205766
2024,BY-BR,0-4,f,rural,8688
2024,BY-BR,0-4,f,total,31814
2024,BY-BR,0-4,f,urban,23126
2024,BY-BR,0-4,m,rural,9272
2024,BY-BR,0-4,m,total,33626
2024,BY-BR,0-4,m,urban,24354
2024,BY-BR,0-4,t,rural,17960
2024,BY-BR,0-4,t,total,65440
2024,BY-BR,0-4,t,urban,47480
2024,BY-BR,10-14,f,rural,10503
2024,BY-BR,10-14,f,total,41737
2024,BY-BR,10-14,f,urban,31234
2024,BY-BR,10-14,m,rural,11405
2024,BY-BR,10-14,m,total,43788
2024,BY-BR,10-14,m,urban,32383
2024,BY-BR,10-14,t,rural,21908
2024,BY-BR,10-14,t,total,85525
2024,BY-BR,10-14,t,urban,63617
2024,BY-BR,15-19,f,rural,6307
2024,BY-BR,15-19,f,total,33195
2024,BY-BR,15-19,f,urban,26888
2024,BY-BR,15-19,m,rural,7443
2024,BY-BR,15-19,m,total,36222
2024,BY-BR,15-19,m,urban,28779
2024,BY-BR,15-19,t,rural,13750
2024,BY-BR,15-19,t,total,69417
2024,BY-BR,15-19,t,urban,55667
2024,BY-BR,20-24,f,rural,7942
2024,BY-BR,20-24,f,total,31340
2024,BY-BR,20-24,f,urban,23398
2024,BY-BR,20-24,m,rural,9431
2024,BY-BR,20-24,m,total,34328
2024,BY-BR,20-24,m,urban,24897
2024,BY-BR,20-24,t,rural,17373
2024,BY-BR,20-24,t,total,65668
2024,BY-BR,20-24,t,urban,48295
2024,BY-BR,25-29,f,rural,5787
2024,BY-BR,25-29,f,total,30088
2024,BY-BR,25-29,f,urban,24301
2024,BY-BR,25-29,m,rural,8059
2024,BY-BR,25-29,m,total,32021
2024,BY-BR,25-29,m,urban,23962
2024,BY-BR,25-29,t,rural,13846
2024,BY-BR,25-29,t,total,62109
2024,BY-BR,25-29,t,urban,48263
2024,BY-BR,30-34,f,rural,7288
2024,BY-BR,30-34,f,total,42533
2024,BY-BR,30-34,f,urban,35245
2024,BY-BR,30-34,m,rural,9005
2024,BY-BR,30-34,m,total,41028
2024,BY-BR,30-34,m,urban,32023
2024,BY-BR,30-34,t,rural,16293
2024,BY-BR,30-34,t,total,83561
2024,BY-BR,30-34,t,urban,67268
2024,BY-BR,35-39,f,rural,9905
2024,BY-BR,35-39,f,total,52053
2024,BY-BR,35-39,f,urban,42148
2024,BY-BR,35-39,m,rural,10937
2024,BY-BR,35-39,m,total,50372
2024,BY-BR,35-39,m,urban,39435
2024,BY-BR,35-39,t,rural,20842
2024,BY-BR,35-39,t,total,102425
2024,BY-BR,35-39,t,urban,81583
2024,BY-BR,40-44,f,rural,11367
2024,BY-BR,40-44,f,total,51487
2024,BY-BR,40-44,f,urban,40120
2024,BY-BR,40-44,m,rural,11903
2024,BY-BR,40-44,m,total,47097
2024,BY-BR,40-44,m,urban,35194
2024,BY-BR,40-44,t,rural,23270
2024,BY-BR,40-44,t,total,98584
2024,BY-BR,40-44,t,urban,75314
2024,BY-BR,45-49,f,rural,13327
2024,BY-BR,45-49,f,total,49020
2024,BY-BR,45-49,f,urban,35693
2024,BY-BR,45-49,m,rural,13390
2024,BY-BR,45-49,m,total,44468
2024,BY-BR,45-49,m,urban,31078
2024,BY-BR,45-49,t,rural,26717
2024,BY-BR,45-49,t,total,93488
2024,BY-BR,45-49,t,urban,66771
2024,BY-BR,5-9,f,rural,9745
2024,BY-BR,5-9,f,total,41396
2024,BY-BR,5-9,f,urban,31651
2024,BY-BR,5-9,m,rural,10575
2024,BY-BR,5-9,m,total,44307
2024,BY-BR,5-9,m,urban,33732
2024,BY-BR,5-9,t,rural,20320
2024,BY-BR,5-9,t,total,85703
2024,BY-BR,5-9,t,urban,65383
2024,BY-BR,50-54,f,rural,14357
2024,BY-BR,50-54,f,total,49260
2024,BY-BR,50-54,f,urban,34903
2024,BY-BR,50-54,m,rural,14622
2024,BY-BR,50-54,m,total,42151
2024,BY-BR,50-54,m,urban,27529
2024,BY-BR,50-54,t,rural,28979
2024,BY-BR,50-54,t,total,91411
2024,BY-BR,50-54,t,urban,62432
2024,BY-BR,55-59,f,rural,14352
2024,BY-BR,55-59,f,total,47366
2024,BY-BR,55-59,f,urban,33014
2024,BY-BR,55-59,m,rural,14642
2024,BY-BR,55-59,m,total,39745
2024,BY-BR,55-59,m,urban,25103
2024,BY-BR,55-59,t,rural,28994
2024,BY-BR,55-59,t,total,87111
2024,BY-BR,55-59,t,urban,58117
2024,BY-BR,60-64,f,rural,16140
2024,BY-BR,60-64,f,total,52425
2024,BY-BR,60-64,f,urban,36285
2024,BY-BR,60-64,m,rural,15185
2024,BY-BR,60-64,m,total,40988
2024,BY-BR,60-64,m,urban,25803
2024,BY-BR,60-64,t,rural,31325
2024,BY-BR,60-64,t,total,93413
2024,BY-BR,60-64,t,urban,62088
2024,BY-BR,65-69,f,rural,15320
2024,BY-BR,65-69,f,total,50366
2024,BY-BR,65-69,f,urban,35046
2024,BY-BR,65-69,m,rural,12260
2024,BY-BR,65-69,m,total,34152
2024,BY-BR,65-69,m,urban,21892
2024,BY-BR,65-69,t,rural,27580
2024,BY-BR,65-69,t,total,84518
2024,BY-BR,65-69,t,urban,56938
2024,BY-BR,70-74,f,rural,12144
2024,BY-BR,70-74,f,total,38956
2024,BY-BR,70-74,f,urban,26812
2024,BY-BR,70-74,m,rural,7866
2024,BY-BR,70-74,m,total,22216
2024,BY-BR,70-74,m,urban,14350
2024,BY-BR,70-74,t,rural,20010
2024,BY-BR,70-74,t,total,61172
2024,BY-BR,70-74,t,urban,41162
2024,BY-BR,75-79,f,rural,8873
2024,BY-BR,75-79,f,total,24861
2024,BY-BR,75-79,f,urban,15988
2024,BY-BR,75-79,m,rural,4102
2024,BY-BR,75-79,m,total,11227
2024,BY-BR,75-79,m,urban,7125
2024,BY-BR,75-79,t,rural,12975
2024,BY-BR,75-79,t,total,36088
2024,BY-BR,75-79,t,urban,23113
2024,BY-BR,80 +,f,rural,16283
2024,BY-BR,80 +,f,total,33316
2024,BY-BR,80 +,f,urban,17033
2024,BY-BR,80 +,m,rural,4540
2024,BY-BR,80 +,m,total,9620
2024,BY-BR,80 +,m,urban,5080
2024,BY-BR,80 +,t,rural,20823
2024,BY-BR,80 +,t,total,42936
2024,BY-BR,80 +,t,urban,22113
2024,BY-HM,0-4,f,total,34304
2024,BY-HM,0-4,f,urban,34304
2024,BY-HM,0-4,m,total,36109
2024,BY-HM,0-4,m,urban,36109
2024,BY-HM,0-4,t,total,70413
2024,BY-HM,0-4,t,urban,70413
2024,BY-HM,10-14,f,total,54951
2024,BY-HM,10-14,f,urban,54951
2024,BY-HM,10-14,m,total,57206
2024,BY-HM,10-14,m,urban,57206
2024,BY-HM,10-14,t,total,112157
2024,BY-HM,10-14,t,urban,112157
2024,BY-HM,15-19,f,total,64466
2024,BY-HM,15-19,f,urban,64466
2024,BY-HM,15-19,m,total,63889
2024,BY-HM,15-19,m,urban,63889
2024,BY-HM,15-19,t,total,128355
2024,BY-HM,15-19,t,urban,128355
2024,BY-HM,20-24,f,total,52629
2024,BY-HM,20-24,f,urban,52629
2024,BY-HM,20-24,m,total,52699
2024,BY-HM,20-24,m,urban,52699
2024,BY-HM,20-24,t,total,105328
2024,BY-HM,20-24,t,urban,105328
2024,BY-HM,25-29,f,total,58743
2024,BY-HM,25-29,f,urban,58743
2024,BY-HM,25-29,m,total,53070
2024,BY-HM,25-29,m,urban,53070
2024,BY-HM,25-29,t,total,111813
2024,BY-HM,25-29,t,urban,111813
2024,BY-HM,30-34,f,total,87938
2024,BY-HM,30-34,f,urban,87938
2024,BY-HM,30-34,m,total,82037
2024,BY-HM,30-34,m,urban,82037
2024,BY-HM,30-34,t,total,169975
2024,BY-HM,30-34,t,urban,169975
2024,BY-HM,35-39,f,total,102463
2024,BY-HM,35-39,f,urban,102463
2024,BY-HM,35-39,m,total,95421
2024,BY-HM,35-39,m,urban,95421
2024,BY-HM,35-39,t,total,197884
2024,BY-HM,35-39,t,urban,197884
2024,BY-HM,40-44,f,total,89746
2024,BY-HM,40-44,f,urban,89746
2024,BY-HM,40-44,m,total,83968
2024,BY-HM,40-44,m,urban,83968
2024,BY-HM,40-44,t,total,173714
2024,BY-HM,40-44,t,urban,173714
2024,BY-HM,45-49,f,total,72200
2024,BY-HM,45-49,f,urban,72200
2024,BY-HM,45-49,m,total,64908
2024,BY-HM,45-49,m,urban,64908
2024,BY-HM,45-49,t,total,137108
2024,BY-HM,45-49,t,urban,137108
2024,BY-HM,5-9,f,total,56036
2024,BY-HM,5-9,f,urban,56036
2024,BY-HM,5-9,m,total,58669
2024,BY-HM,5-9,m,urban,58669
2024,BY-HM,5-9,t,total,114705
2024,BY-HM,5-9,t,urban,114705
2024,BY-HM,50-54,f,total,62749
2024,BY-HM,50-54,f,urban,62749
2024,BY-HM,50-54,m,total,52155
2024,BY-HM,50-54,m,urban,52155
2024,BY-HM,50-54,t,total,114904
2024,BY-HM,50-54,t,urban,114904
2024,BY-HM,55-59,f,total,61271
2024,BY-HM,55-59,f,urban,61271
2024,BY-HM,55-59,m,total,46234
2024,BY-HM,55-59,m,urban,46234
2024,BY-HM,55-59,t,total,107505
2024,BY-HM,55-59,t,urban,107505
2024,BY-HM,60-64,f,total,77038
2024,BY-HM,60-64,f,urban,77038
2024,BY-HM,60-64,m,total,53244
2024,BY-HM,60-64,m,urban,53244
2024,BY-HM,60-64,t,total,130282
2024,BY-HM,60-64,t,urban,130282
2024,BY-HM,65-69,f,total,71719
2024,BY-HM,65-69,f,urban,71719
2024,BY-HM,65-69,m,total,42703
2024,BY-HM,65-69,m,urban,42703
2024,BY-HM,65-69,t,total,114422
2024,BY-HM,65-69,t,urban,114422
2024,BY-HM,70-74,f,total,59786
2024,BY-HM,70-74,f,urban,59786
2024,BY-HM,70-74,m,total,30298
2024,BY-HM,70-74,m,urban,30298
2024,BY-HM,70-74,t,total,90084
2024,BY-HM,70-74,t,urban,90084
2024,BY-HM,75-79,f,total,35037
2024,BY-HM,75-79,f,urban,35037
2024,BY-HM,75-79,m,total,16332
2024,BY-HM,75-79,m,urban,16332
2024,BY-HM,75-79,t,total,51369
2024,BY-HM,75-79,t,urban,51369
2024,BY-HM,80 +,f,total,47500
2024,BY-HM,80 +,f,urban,47500
2024,BY-HM,80 +,m,total,15344
2024,BY-HM,80 +,m,urban,15344
2024,BY-HM,80 +,t,total,62844
2024,BY-HM,80 +,t,urban,62844
2024,BY-HO,0-4,f,rural,6243
2024,BY-HO,0-4,f,total,28617
2024,BY-HO,0-4,f,urban,22374
2024,BY-HO,0-4,m,rural,6887
2024,BY-HO,0-4,m,total,30513
2024,BY-HO,0-4,m,urban,23626
2024,BY-HO,0-4,t,rural,13130
2024,BY-HO,0-4,t,total,59130
2024,BY-HO,0-4,t,urban,46000
2024,BY-HO,10-14,f,rural,8368
2024,BY-HO,10-14,f,total,41002
2024,BY-HO,10-14,f,urban,32634
2024,BY-HO,10-14,m,rural,8964
2024,BY-HO,10-14,m,total,43687
2024,BY-HO,10-14,m,urban,34723
2024,BY-HO,10-14,t,rural,17332
2024,BY-HO,10-14,t,total,84689
2024,BY-HO,10-14,t,urban,67357
2024,BY-HO,15-19,f,rural,5498
2024,BY-HO,15-19,f,total,33486
2024,BY-HO,15-19,f,urban,27988
2024,BY-HO,15-19,m,rural,6093
2024,BY-HO,15-19,m,total,36364
2024,BY-HO,15-19,m,urban,30271
2024,BY-HO,15-19,t,rural,11591
2024,BY-HO,15-19,t,total,69850
2024,BY-HO,15-19,t,urban,58259
2024,BY-HO,20-24,f,rural,5998
2024,BY-HO,20-24,f,total,31817
2024,BY-HO,20-24,f,urban,25819
2024,BY-HO,20-24,m,rural,7081
2024,BY-HO,20-24,m,total,33642
2024,BY-HO,20-24,m,urban,26561
2024,BY-HO,20-24,t,rural,13079
2024,BY-HO,20-24,t,total,65459
2024,BY-HO,20-24,t,urban,52380
2024,BY-HO,25-29,f,rural,5109
2024,BY-HO,25-29,f,total,32880
2024,BY-HO,25-29,f,urban,27771
2024,BY-HO,25-29,m,rural,6687
2024,BY-HO,25-29,m,total,34561
2024,BY-HO,25-29,m,urban,27874
2024,BY-HO,25-29,t,rural,11796
2024,BY-HO,25-29,t,total,67441
2024,BY-HO,25-29,t,urban,55645
2024,BY-HO,30-34,f,rural,6564
2024,BY-HO,30-34,f,total,45055
2024,BY-HO,30-34,f,urban,38491
2024,BY-HO,30-34,m,rural,8071
2024,BY-HO,30-34,m,total,44418
2024,BY-HO,30-34,m,urban,36347
2024,BY-HO,30-34,t,rural,14635
2024,BY-HO,30-34,t,total,89473
2024,BY-HO,30-34,t,urban,74838
2024,BY-HO,35-39,f,rural,8902
2024,BY-HO,35-39,f,total,55311
2024,BY-HO,35-39,f,urban,46409
2024,BY-HO,35-39,m,rural,10372
2024,BY-HO,35-39,m,total,53165
2024,BY-HO,35-39,m,urban,42793
2024,BY-HO,35-39,t,rural,19274
2024,BY-HO,35-39,t,total,108476
2024,BY-HO,35-39,t,urban,89202
2024,BY-HO,40-44,f,rural,9453
2024,BY-HO,40-44,f,total,54183
