country,year,sex,age,type,central_death_rate,probability_of_death,average_survival_length,number_survivors,number_deaths,number_person_years_lived,number_person_years_remaining,life_expectancy
Belarus,1963,male,37,period,3.58,0.357,0.5,90907,325,90744,3323779,36.56
Belarus,1963,male,38,period,4.2400002,0.423,0.5,90582,383,90391,3233034,35.69
Belarus,1963,male,39,period,3.58,0.358,0.5,90199,323,90038,3142644,34.84
Belarus,1963,male,4,period,0.6,0.060000002,0.5,95933,58,95904,6430197,67.03
Belarus,1963,male,40,period,4.27,0.427,0.5,89876,383,89685,3052606,33.96
Belarus,1963,male,40-44,period,4.45,2.2,2.44,89876,1977,444329,3052606,33.96
Belarus,1963,male,41,period,4.7599998,0.475,0.5,89493,425,89281,2962921,33.11
Belarus,1963,male,42,period,4.4700003,0.446,0.5,89068,397,88870,2873641,32.26
Belarus,1963,male,43,period,5.2200003,0.521,0.5,88671,462,88440,2784771,31.41
Belarus,1963,male,44,period,3.52,0.35099998,0.5,88209,310,88054,2696331,30.57
Belarus,1963,male,45,period,7.4,0.737,0.5,87899,648,87575,2608277,29.67
Belarus,1963,male,45-49,period,6.22,3.063,2.46,87899,2692,432646,2608277,29.67
Belarus,1963,male,46,period,5.18,0.51699996,0.5,87252,451,87026,2520702,28.89
Belarus,1963,male,47,period,6.07,0.605,0.5,86801,525,86538,2433676,28.04
Belarus,1963,male,48,period,5.94,0.592,0.5,86276,511,86020,2347138,27.21
Belarus,1963,male,49,period,6.52,0.65000004,0.5,85765,558,85486,2261117,26.36
Belarus,1963,male,5,period,0.78000003,0.078,0.5,95875,75,95837,6334294,66.07
Belarus,1963,male,5-9,period,0.75,0.374,2.49,95875,358,478474,6334294,66.07
Belarus,1963,male,50,period,8.42,0.839,0.5,85207,715,84850,2175632,25.53
Belarus,1963,male,50-54,period,9.28,4.54,2.61,85207,3869,416790,2175632,25.53
Belarus,1963,male,51,period,8.1,0.806,0.5,84492,681,84152,2090782,24.75
Belarus,1963,male,52,period,9.259999,0.92200005,0.5,83811,772,83425,2006630,23.94
Belarus,1963,male,53,period,10.459999,1.04,0.5,83039,864,82607,1923205,23.16
Belarus,1963,male,54,period,10.2300005,1.018,0.5,82175,836,81757,1840598,22.4
Belarus,1963,male,55,period,10.86,1.08,0.5,81338,879,80899,1758842,21.62
Belarus,1963,male,55-59,period,13.1,6.3500004,2.6,81338,5165,394302,1758842,21.62
Belarus,1963,male,56,period,12.44,1.2360001,0.5,80460,995,79962,1677943,20.85
Belarus,1963,male,57,period,13.68,1.359,0.5,79465,1080,78925,1597980,20.11
Belarus,1963,male,58,period,14.78,1.467,0.5,78385,1150,77810,1519055,19.38
Belarus,1963,male,59,period,13.84,1.3740001,0.5,77235,1062,76705,1441245,18.66
Belarus,1963,male,6,period,0.71,0.071,0.5,95800,68,95766,6238457,65.12
Belarus,1963,male,60,period,22.630001,2.238,0.5,76174,1705,75321,1364540,17.91
Belarus,1963,male,60-64,period,23.429998,11.0859995,2.57,76174,8444,360360,1364540,17.91
Belarus,1963,male,61,period,17.41,1.7260001,0.5,74469,1286,73826,1289219,17.31
Belarus,1963,male,62,period,24.27,2.398,0.5,73183,1755,72306,1215392,16.61
Belarus,1963,male,63,period,29.84,2.94,0.5,71428,2100,70378,1143087,16.0
Belarus,1963,male,64,period,23.33,2.306,0.5,69328,1599,68529,1072708,15.47
Belarus,1963,male,65,period,30.21,2.9759998,0.5,67729,2016,66722,1004180,14.83
Belarus,1963,male,65-69,period,30.029999,13.941,2.44,67729,9442,314458,1004180,14.83
Belarus,1963,male,66,period,27.61,2.723,0.5,65714,1789,64819,937458,14.27
Belarus,1963,male,67,period,32.359997,3.184,0.5,63924,2036,62907,872639,13.65
Belarus,1963,male,68,period,32.280003,3.1769998,0.5,61889,1966,60906,809732,13.08
Belarus,1963,male,69,period,27.67,2.7289999,0.5,59923,1635,59105,748827,12.5
Belarus,1963,male,7,period,0.81,0.081,0.5,95732,78,95693,6142691,64.17
Belarus,1963,male,70,period,48.129997,4.7,0.5,58287,2740,56917,689722,11.83
Belarus,1963,male,70-74,period,45.98,20.623,2.51,58287,12021,261456,689722,11.83
Belarus,1963,male,71,period,30.93,3.046,0.5,55548,1692,54702,632804,11.39
Belarus,1963,male,72,period,47.0,4.592,0.5,53856,2473,52619,578103,10.73
Belarus,1963,male,73,period,59.93,5.818,0.5,51382,2990,49888,525484,10.23
Belarus,1963,male,74,period,44.93,4.394,0.5,48393,2126,47330,475596,9.83
Belarus,1963,male,75,period,65.65,6.357,0.5,46267,2941,44796,428266,9.26
Belarus,1963,male,75-79,period,66.21,28.248999,2.4,46267,13070,197411,428266,9.26
Belarus,1963,male,76,period,60.7,5.8910003,0.5,43326,2552,42049,383470,8.85
Belarus,1963,male,77,period,60.260002,5.85,0.5,40773,2385,39581,341421,8.37
Belarus,1963,male,78,period,86.86,8.325,0.5,38388,3196,36790,301840,7.86
Belarus,1963,male,79,period,58.350002,5.67,0.5,35192,1995,34195,265050,7.53
Belarus,1963,male,8,period,0.64,0.063999996,0.5,95654,61,95624,6046998,63.22
Belarus,1963,male,80,period,110.55,10.476,0.5,33197,3478,31458,230855,6.95
Belarus,1963,male,80-84,period,106.79,41.829,2.41,33197,13886,130027,230855,6.95
Belarus,1963,male,81,period,76.84,7.4,0.5,29719,2199,28620,199397,6.71
Belarus,1963,male,82,period,104.3,9.913,0.5,27520,2728,26156,170778,6.21
Belarus,1963,male,83,period,131.1,12.304,0.5,24792,3050,23267,144622,5.83
Belarus,1963,male,84,period,118.42,11.18,0.5,21742,2431,20526,121355,5.58
Belarus,1963,male,85,period,143.65999,13.403,0.5,19311,2588,18017,100828,5.22
Belarus,1963,male,85-89,period,158.79001,55.351,2.26,19311,10689,67312,100828,5.22
Belarus,1963,male,86,period,153.31,14.24,0.5,16723,2381,15532,82812,4.95
Belarus,1963,male,87,period,170.14,15.68,0.5,14341,2249,13217,67280,4.69
Belarus,1963,male,88,period,170.95,15.748,0.5,12093,1904,11141,54062,4.47
Belarus,1963,male,89,period,166.52,15.372001,0.5,10188,1566,9405,42922,4.21
Belarus,1963,male,9,period,0.79999995,0.08,0.5,95593,77,95554,5951374,62.26
Belarus,1963,male,90,period,280.97,24.636,0.5,8622,2124,7560,33517,3.89
Belarus,1963,male,90-94,period,240.5,69.722,1.99,8622,6012,24996,33517,3.89
Belarus,1963,male,91,period,205.58,18.642,0.5,6498,1211,5892,25957,3.99
Belarus,1963,male,92,period,219.41,19.772001,0.5,5287,1045,4764,20064,3.8
Belarus,1963,male,93,period,233.89,20.94,0.5,4241,888,3797,15300,3.61
Belarus,1963,male,94,period,249.01999,22.145,0.5,3353,743,2982,11503,3.43
Belarus,1963,male,95,period,264.79,23.384,0.5,2611,610,2305,8521,3.26
Belarus,1963,male,95-99,period,288.94,77.806,2.03,2611,2031,7030,8521,3.26
Belarus,1963,male,96,period,281.19,24.653,0.5,2000,493,1754,6216,3.11
Belarus,1963,male,97,period,298.19,25.949999,0.5,1507,391,1312,4462,2.96
Belarus,1963,male,98,period,315.77,27.271,0.5,1116,304,964,3151,2.82
Belarus,1963,male,99,period,333.88998,28.612,0.5,812,232,696,2187,2.69
Belarus,1963,total,0,period,32.2,3.1339998,0.15,100000,3134,97336,7198762,71.99
Belarus,1963,total,1,period,3.29,0.328,0.5,96866,318,96707,7101425,73.31
Belarus,1963,total,1-4,period,1.54,0.61300004,1.31,96866,594,385868,7101425,73.31
Belarus,1963,total,10,period,0.6,0.060000002,0.5,95985,58,95956,6234926,64.96
Belarus,1963,total,10-14,period,0.6,0.3,2.58,95985,288,479227,6234926,64.96
Belarus,1963,total,100,period,312.28,27.01,0.5,1286,347,1112,3666,2.85
Belarus,1963,total,100-104,period,336.89,82.868,1.93,1286,1065,3163,3666,2.85
Belarus,1963,total,101,period,330.22,28.343,0.5,938,266,805,2554,2.72
Belarus,1963,total,102,period,348.69,29.692,0.5,672,200,573,1749,2.6
Belarus,1963,total,103,period,367.63,31.055,0.5,473,147,399,1176,2.49
Belarus,1963,total,104,period,387.01,32.426,0.5,326,106,273,777,2.38
Belarus,1963,total,105,period,406.76,33.801003,0.5,220,74,183,503,2.29
Belarus,1963,total,105-109,period,430.59,89.728,1.75,220,198,459,503,2.29
Belarus,1963,total,106,period,426.83,35.176,0.5,146,51,120,320,2.2
Belarus,1963,total,107,period,447.16,36.545,0.5,95,35,77,200,2.12
Belarus,1963,total,108,period,467.68,37.905,0.5,60,23,49,123,2.05
Belarus,1963,total,109,period,488.33002,39.25,0.5,37,15,30,74,2.0
Belarus,1963,total,11,period,0.47,0.047,0.5,95927,45,95905,6138970,64.0
Belarus,1963,total,110+,period,509.03,100.0,1.96,23,23,44,44,1.96
Belarus,1963,total,12,period,0.68,0.067999996,0.5,95882,65,95850,6043065,63.03
Belarus,1963,total,13,period,0.6,0.060000002,0.5,95817,58,95788,5947216,62.07
Belarus,1963,total,14,period,0.65,0.065,0.5,95760,62,95728,5851427,61.11
Belarus,1963,total,15,period,0.82,0.082,0.5,95697,78,95658,5755699,60.15
Belarus,1963,total,15-19,period,0.93,0.463,2.65,95697,443,477442,5755699,60.15
Belarus,1963,total,16,period,0.89000005,0.089,0.5,95619,85,95576,5660041,59.19
Belarus,1963,total,17,period,0.85999995,0.085999995,0.5,95534,82,95493,5564465,58.25
Belarus,1963,total,18,period,0.93,0.092999995,0.5,95452,89,95407,5468972,57.3
Belarus,1963,total,19,period,1.14,0.11399999,0.5,95363,109,95308,5373565,56.35
Belarus,1963,total,2,period,1.2900001,0.12900001,0.5,96548,124,96486,7004718,72.55
Belarus,1963,total,20,period,1.0600001,0.106000006,0.5,95254,101,95203,5278257,55.41
Belarus,1963,total,20-24,period,1.21,0.604,2.63,95254,575,474904,5278257,55.41
Belarus,1963,total,21,period,1.04,0.104,0.5,95153,99,95103,5183053,54.47
Belarus,1963,total,22,period,1.36,0.13599999,0.5,95054,129,94989,5087950,53.53
Belarus,1963,total,23,period,1.24,0.124,0.5,94924,118,94865,4992961,52.6
Belarus,1963,total,24,period,1.35,0.135,0.5,94807,128,94743,4898096,51.66
Belarus,1963,total,25,period,1.49,0.149,0.5,94679,141,94608,4803353,50.73
Belarus,1963,total,25-29,period,1.53,0.763,2.48,94679,722,471571,4803353,50.73
Belarus,1963,total,26,period,1.53,0.15200001,0.5,94538,144,94466,4708745,49.81
Belarus,1963,total,27,period,1.6899999,0.169,0.5,94394,159,94314,4614279,48.88
Belarus,1963,total,28,period,1.5600001,0.156,0.5,94235,147,94161,4519965,47.97
Belarus,1963,total,29,period,1.39,0.139,0.5,94087,131,94022,4425804,47.04
Belarus,1963,total,3,period,1.02,0.102,0.5,96424,99,96375,6908231,71.64
Belarus,1963,total,30,period,1.77,0.177,0.5,93956,166,93873,4331782,46.1
Belarus,1963,total,30-34,period,1.87,0.93299997,2.6,93956,876,467678,4331782,46.1
Belarus,1963,total,31,period,1.61,0.161,0.5,93790,151,93715,4237909,45.18
Belarus,1963,total,32,period,1.9700001,0.19700001,0.5,93639,184,93547,4144194,44.26
Belarus,1963,total,33,period,1.92,0.192,0.5,93455,180,93365,4050647,43.34
Belarus,1963,total,34,period,2.1,0.209,0.5,93275,195,93178,3957281,42.43
Belarus,1963,total,35,period,2.44,0.24300002,0.5,93080,227,92967,3864104,41.51
Belarus,1963,total,35-39,period,2.4099998,1.196,2.49,93080,1113,462611,3864104,41.51
Belarus,1963,total,36,period,2.31,0.23099999,0.5,92853,215,92746,3771137,40.61
Belarus,1963,total,37,period,2.3600001,0.236,0.5,92639,219,92530,3678391,39.71
Belarus,1963,total,38,period,2.66,0.266,0.5,92420,246,92297,3585861,38.8
Belarus,1963,total,39,period,2.25,0.225,0.5,92175,207,92071,3493564,37.9
Belarus,1963,total,4,period,0.55,0.055,0.5,96326,53,96299,6811856,70.72
Belarus,1963,total,40,period,2.99,0.298,0.5,91967,274,91830,3401493,36.99
Belarus,1963,total,40-44,period,3.11,1.542,2.48,91967,1418,456269,3401493,36.99
Belarus,1963,total,41,period,3.1200001,0.311,0.5,91693,285,91550,3309663,36.1
Belarus,1963,total,42,period,3.22,0.321,0.5,91407,294,91260,3218113,35.21
Belarus,1963,total,43,period,3.48,0.348,0.5,91114,317,90955,3126853,34.32
Belarus,1963,total,44,period,2.73,0.273,0.5,90797,247,90673,3035898,33.44
Belarus,1963,total,45,period,5.0099998,0.49899998,0.5,90549,452,90323,2945225,32.53
Belarus,1963,total,45-49,period,4.25,2.103,2.5,90549,1905,447975,2945225,32.53
Belarus,1963,total,46,period,3.28,0.328,0.5,90097,295,89949,2854901,31.69
Belarus,1963,total,47,period,4.1299996,0.41200003,0.5,89802,370,89617,2764952,30.79
Belarus,1963,total,48,period,4.3,0.42900002,0.5,89432,383,89240,2675335,29.91
Belarus,1963,total,49,period,4.54,0.453,0.5,89048,404,88846,2586096,29.04
Belarus,1963,total,5,period,0.64,0.063999996,0.5,96273,62,96242,6715557,69.76
Belarus,1963,total,5-9,period,0.6,0.299,2.45,96273,288,480631,6715557,69.76
Belarus,1963,total,50,period,5.92,0.59000003,0.5,88645,523,88383,2497249,28.17
Belarus,1963,total,50-54,period,6.4500003,3.1739998,2.59,88645,2814,436442,2497249,28.17
Belarus,1963,total,51,period,5.59,0.558,0.5,88122,492,87876,2408866,27.34
Belarus,1963,total,52,period,6.6800003,0.666,0.5,87630,584,87338,2320990,26.49
Belarus,1963,total,53,period,7.39,0.736,0.5,87046,640,86726,2233652,25.66
Belarus,1963,total,54,period,6.6800003,0.666,0.5,86406,575,86118,2146926,24.85
Belarus,1963,total,55,period,8.08,0.80399996,0.5,85831,690,85485,2060807,24.01
Belarus,1963,total,55-59,period,9.45,4.618,2.58,85831,3963,419573,2060807,24.01
Belarus,1963,total,56,period,8.849999,0.881,0.5,85140,750,84765,1975322,23.2
Belarus,1963,total,57,period,9.929999,0.988,0.5,84390,834,83973,1890557,22.4
Belarus,1963,total,58,period,11.06,1.1,0.5,83556,919,83097,1806584,21.62
Belarus,1963,total,59,period,9.36,0.931,0.5,82637,770,82252,1723487,20.86
Belarus,1963,total,6,period,0.59000003,0.059,0.5,96211,57,96183,6619315,68.8
Belarus,1963,total,60,period,15.5199995,1.54,0.5,81867,1261,81237,1641235,20.05
Belarus,1963,total,60-64,period,15.440001,7.441,2.58,81867,6092,394605,1641235,20.05
Belarus,1963,total,61,period,10.820001,1.076,0.5,80607,867,80173,1559998,19.35
Belarus,1963,total,62,period,15.49,1.5370001,0.5,79740,1226,79127,1479825,18.56
Belarus,1963,total,63,period,20.460001,2.025,0.5,78514,1590,77719,1400698,17.84
Belarus,1963,total,64,period,15.04,1.4929999,0.5,76924,1149,76350,1322979,17.2
Belarus,1963,total,65,period,23.259998,2.299,0.5,75775,1742,74904,1246629,16.45
Belarus,1963,total,65-69,period,22.34,10.561,2.42,75775,8003,358266,1246629,16.45
Belarus,1963,total,66,period,19.82,1.9619999,0.5,74033,1453,73307,1171725,15.83
Belarus,1963,total,67,period,24.57,2.427,0.5,72580,1761,71699,1098419,15.13
Belarus,1963,total,68,period,25.15,2.483,0.5,70819,1759,69939,1026719,14.5
Belarus,1963,total,69,period,18.820002,1.8640001,0.5,69060,1288,68416,956780,13.85
Belarus,1963,total,7,period,0.63,0.063,0.5,96154,60,96124,6523132,67.84
Belarus,1963,total,70,period,39.34,3.858,0.5,67772,2615,66465,888364,13.11
Belarus,1963,total,70-74,period,34.73,15.96,2.47,67772,10817,311444,888364,13.11
Belarus,1963,total,71,period,22.65,2.24,0.5,65158,1459,64428,821899,12.61
Belarus,1963,total,72,period,35.23,3.462,0.5,63698,2205,62596,757471,11.89
Belarus,1963,total,73,period,45.97,4.493,0.5,61493,2763,60112,694875,11.3
Belarus,1963,total,74,period,30.67,3.021,0.5,58730,1774,57843,634763,10.81
Belarus,1963,total,75,period,54.46,5.302,0.5,56956,3020,55446,576920,10.13
Belarus,1963,total,75-79,period,58.3,25.345999,2.43,56956,14436,247625,576920,10.13
Belarus,1963,total,76,period,56.809998,5.524,0.5,53936,2980,52446,521474,9.67
Belarus,1963,total,77,period,52.260002,5.093,0.5,50956,2595,49659,469028,9.2
Belarus,1963,total,78,period,80.17,7.7079997,0.5,48361,3728,46498,419369,8.67
Belarus,1963,total,79,period,48.5,4.736,0.5,44634,2114,43577,372871,8.35
Belarus,1963,total,8,period,0.53000003,0.053000003,0.5,96094,51,96069,6427009,66.88
Belarus,1963,total,80,period,101.48,9.658,0.5,42520,4107,40467,329295,7.74
Belarus,1963,total,80-84,period,89.88,36.403,2.39,42520,15478,172213,329295,7.74
Belarus,1963,total,81,period,59.530003,5.781,0.5,38413,2221,37303,288828,7.52
Belarus,1963,total,82,period,88.81,8.504001,0.5,36193,3078,34654,251525,6.95
Belarus,1963,total,83,period,108.36,10.278999,0.5,33115,3404,31413,216871,6.55
Belarus,1963,total,84,period,94.07,8.984,0.5,29711,2669,28376,185458,6.24
Belarus,1963,total,85,period,139.54001,13.044,0.5,27042,3527,25278,157082,5.81
Belarus,1963,total,85-89,period,137.93001,49.726997,2.2,27042,13447,97492,157082,5.81
Belarus,1963,total,86,period,135.98,12.732,0.5,23514,2994,22017,131804,5.61
Belarus,1963,total,87,period,144.97,13.517,0.5,20520,2774,19134,109787,5.35
Belarus,1963,total,88,period,142.1,13.267,0.5,17747,2354,16569,90653,5.11
Belarus,1963,total,89,period,124.020004,11.6779995,0.5,15392,1797,14493,74084,4.81
Belarus,1963,total,9,period,0.61,0.060999997,0.5,96043,58,96014,6330940,65.92
Belarus,1963,total,90,period,244.73999,21.806,0.5,13595,2964,12113,59590,4.38
Belarus,1963,total,90-94,period,208.75,64.582,2.05,13595,8780,42058,59590,4.38
Belarus,1963,total,91,period,178.21,16.362999,0.5,10630,1739,9761,47478,4.47
Belarus,1963,total,92,period,190.53,17.396,0.5,8891,1547,8118,37717,4.24
Belarus,1963,total,93,period,203.5,18.470999,0.5,7344,1357,6666,29600,4.03
Belarus,1963,total,94,period,217.12001,19.586,0.5,5988,1173,5401,22934,3.83
Belarus,1963,total,95,period,231.4,20.74,0.5,4815,999,4316,17532,3.64
Belarus,1963,total,95-99,period,254.52,73.296,2.11,4815,3529,13866,17532,3.64
Belarus,1963,total,96,period,246.31999,21.931,0.5,3816,837,3398,13217,3.46
Belarus,1963,total,97,period,261.88998,23.157001,0.5,2979,690,2634,9819,3.3
Belarus,1963,total,98,period,278.08,24.414,0.5,2289,559,2010,7184,3.14
Belarus,1963,total,99,period,294.88998,25.7,0.5,1731,445,1508,5174,2.99
Belarus,1964,female,0,period,21.16,2.0770001,0.13,100000,2077,98190,7666816,76.67
Belarus,1964,female,1,period,2.7099998,0.271,0.5,97923,265,97790,7568626,77.29
Belarus,1964,female,1-4,period,1.23,0.492,1.26,97923,482,390372,7568626,77.29
Belarus,1964,female,10,period,0.37,0.037,0.5,97281,36,97264,6691476,68.78
Belarus,1964,female,10-14,period,0.41,0.20699999,2.62,97281,202,485927,6691476,68.78
Belarus,1964,female,100,period,271.16,23.879,0.5,2800,669,2466,8967,3.2
Belarus,1964,female,100-104,period,295.61002,78.598,2.02,2800,2201,7446,8967,3.2
Belarus,1964,female,101,period,287.93002,25.169,0.5,2132,537,1863,6501,3.05
Belarus,1964,female,102,period,305.3,26.487,0.5,1595,423,1384,4638,2.91
Belarus,1964,female,103,period,323.24002,27.827,0.5,1173,326,1009,3254,2.77
Belarus,1964,female,104,period,341.72,29.185,0.5,846,247,723,2244,2.65
Belarus,1964,female,105,period,360.69,30.557999,0.5,599,183,508,1522,2.54
Belarus,1964,female,105-109,period,385.4,86.854,1.84,599,521,1351,1522,2.54
Belarus,1964,female,106,period,380.11,31.94,0.5,416,133,350,1014,2.44
Belarus,1964,female,107,period,399.91998,33.328,0.5,283,94,236,664,2.34
Belarus,1964,female,108,period,420.06,34.715,0.5,189,66,156,428,2.27
Belarus,1964,female,109,period,440.47,36.097,0.5,123,45,101,272,2.21
Belarus,1964,female,11,period,0.33,0.033,0.5,97246,32,97230,6594212,67.81
Belarus,1964,female,110+,period,461.08002,100.0,2.17,79,79,171,171,2.17
Belarus,1964,female,12,period,0.47,0.047,0.5,97213,45,97191,6496983,66.83
Belarus,1964,female,13,period,0.51,0.051,0.5,97168,49,97143,6399792,65.86
Belarus,1964,female,14,period,0.39999998,0.04,0.5,97119,39,97099,6302649,64.9
Belarus,1964,female,15,period,0.34,0.033999998,0.5,97080,33,97063,6205549,63.92
Belarus,1964,female,15-19,period,0.5,0.247,2.51,97080,240,484800,6205549,63.92
Belarus,1964,female,16,period,0.6,0.060000002,0.5,97047,59,97017,6108486,62.94
Belarus,1964,female,17,period,0.68,0.067999996,0.5,96988,66,96955,6011469,61.98
Belarus,1964,female,18,period,0.39000002,0.039,0.5,96922,38,96903,5914514,61.02
Belarus,1964,female,19,period,0.46,0.046,0.5,96884,45,96862,5817611,60.05
Belarus,1964,female,2,period,1.12,0.112,0.5,97658,109,97603,7470836,76.5
Belarus,1964,female,20,period,0.69,0.069,0.5,96840,67,96806,5720749,59.07
Belarus,1964,female,20-24,period,0.79999995,0.4,2.61,96840,388,483273,5720749,59.07
Belarus,1964,female,21,period,0.66999996,0.067,0.5,96772,65,96740,5623943,58.12
Belarus,1964,female,22,period,1.01,0.101,0.5,96707,98,96658,5527203,57.15
Belarus,1964,female,23,period,0.74,0.074,0.5,96609,71,96574,5430545,56.21
Belarus,1964,female,24,period,0.89000005,0.089,0.5,96538,86,96495,5333971,55.25
Belarus,1964,female,25,period,0.64,0.063999996,0.5,96452,62,96421,5237476,54.3
Belarus,1964,female,25-29,period,0.84,0.417,2.7,96452,402,481334,5237476,54.3
Belarus,1964,female,26,period,0.76000005,0.076000005,0.5,96390,73,96353,5141055,53.34
Belarus,1964,female,27,period,0.85,0.085,0.5,96317,82,96276,5044702,52.38
Belarus,1964,female,28,period,0.96999997,0.097,0.5,96235,93,96188,4948426,51.42
Belarus,1964,female,29,period,0.96,0.096,0.5,96142,92,96096,4852238,50.47
Belarus,1964,female,3,period,0.66,0.066,0.5,97549,65,97516,7373233,75.59
Belarus,1964,female,30,period,0.95,0.095,0.5,96050,91,96005,4756142,49.52
Belarus,1964,female,30-34,period,1.0600001,0.526,2.62,96050,506,479045,4756142,49.52
Belarus,1964,female,31,period,0.84,0.083,0.5,95959,80,95919,4660137,48.56
Belarus,1964,female,32,period,1.2900001,0.12900001,0.5,95879,123,95817,4564218,47.6
Belarus,1964,female,33,period,1.0600001,0.106000006,0.5,95756,102,95705,4468401,46.66
Belarus,1964,female,34,period,1.15,0.115,0.5,95654,110,95599,4372696,45.71
Belarus,1964,female,35,period,1.1800001,0.118,0.5,95544,113,95488,4277097,44.77
Belarus,1964,female,35-39,period,1.32,0.65999997,2.64,95544,631,476231,4277097,44.77
Belarus,1964,female,36,period,1.35,0.135,0.5,95432,128,95368,4181609,43.82
